chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,wooden_wall,wooden_wall,wooden_wall,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,wooden_wall,dirt,dirt,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,chasm_wall,wooden_wall,dirt,dirt,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,chasm_wall,wooden_wall,wooden_wall,dirt,dirt,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,wooden_wall,wooden_wall,dirt,dirt,dirt,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,wooden_wall,dirt,dirt,dirt,dirt,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,,,,,,,,
chasm_wall,chasm_wall,wooden_wall,dirt,dirt,dirt,wooden_wall,wooden_wall,wooden_wall,wooden_wall,wooden_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,chasm_wall,pit,pit,pit,pit,chasm_wall,chasm_wall,chasm_wall,chasm_wall,dirt,dirt,chasm_wall,chasm_wall,,,,,,,,
